epoch,loss,lr
131,0.030030272485911287,0.0001
132,0.030111477280063484,0.0001
133,0.029190565028606435,0.0001
134,0.028538260387693373,0.0001
135,0.028790838978116278,0.0001
136,0.029407209042631593,0.0001
137,0.02784480075375119,0.0001
138,0.027732915137580916,0.0001
139,0.028311648014166444,0.0001
140,0.028445396521256452,0.0001
141,0.028558906931267527,0.0001
142,0.028312131085495774,0.0001
143,0.02790366441471284,0.0001
144,0.026507411203800034,0.0001
145,0.027929107361865647,0.0001
146,0.027261393760189302,0.0001
147,0.027790564027013364,0.0001
148,0.027945017749838475,0.0001
149,0.028177256801599947,0.0001
150,0.02840071422177973,0.0001
151,0.02710627129143499,0.0001
152,0.026341179705125065,0.0001
153,0.025777874105119905,0.0001
154,0.026770037483944187,0.0001
155,0.02630445606509535,0.0001
156,0.02735997417052172,0.0001
157,0.027826457084075284,0.0001
158,0.027288267840666142,0.0001
159,0.027321390174747332,0.0001
160,0.027093766719925024,0.0001
161,0.026729303161309396,0.0001
162,0.026909941648297995,0.0001
163,0.027671131776864095,0.0001
164,0.026257606720240634,0.0001
165,0.02589942205771618,0.0001
166,0.026662359482717893,0.0001
167,0.02580585611340801,0.0001
168,0.02723537558199666,0.0001
169,0.02720066538182763,0.0001
170,0.026768608747440345,0.0001
171,0.0259704112506093,0.0001
172,0.026589112009091344,0.0001
173,0.027137104153024623,0.0001
174,0.025965879766498123,0.0001
175,0.026026499113636997,0.0001
176,0.026030254384219423,0.0001
177,0.0262597240977909,0.0001
178,0.025856424158757222,0.0001
179,0.024550600843376333,0.0001
180,0.024881247416524185,0.0001
181,0.02660243341552925,0.0001
182,0.02570004817771904,0.0001
183,0.02512773651306859,0.0001
184,0.025607170859361043,0.0001
185,0.02525118915503496,0.0001
186,0.025271838395322144,0.0001
187,0.025722579633412963,0.0001
188,0.025496717524991146,0.0001
189,0.025643340891698594,0.0001
190,0.0250540435757776,0.0001
191,0.02434506524235772,0.0001
192,0.024733149632056733,0.0001
193,0.024626864659764856,0.0001
194,0.0242605428582991,0.0001
195,0.025335875089556686,0.0001
196,0.02502487738386837,0.0001
197,0.024649511936220555,0.0001
198,0.025180104699571083,0.0001
199,0.023914766601551594,0.0001
